gender,birth_year,product_id,quantity,total_price,ordered_at
MALE,1989,10,2,297400.00,2020-12-19 20:38:58
FEMALE,1982,10,5,743500.00,2023-09-17 18:21:10
FEMALE,1997,10,5,743500.00,2024-01-10 08:40:27
MALE,1987,10,3,446100.00,2020-02-10 15:53:59
MALE,1986,10,1,148700.00,2023-04-29 04:12:05
FEMALE,1979,10,4,594800.00,2021-07-11 01:41:46
MALE,1998,10,3,446100.00,2023-05-05 18:40:27
FEMALE,2007,10,5,743500.00,2024-04-06 02:43:40
MALE,1990,10,3,446100.00,2024-07-07 12:27:25
FEMALE,1990,10,3,446100.00,2022-05-22 06:11:36
FEMALE,1993,10,2,297400.00,2023-09-06 15:40:02
MALE,1996,10,5,743500.00,2024-04-04 11:58:24
FEMALE,1978,10,4,594800.00,2022-10-15 00:49:26
MALE,1987,10,1,148700.00,2020-04-07 02:23:24
MALE,1990,10,3,446100.00,2024-07-07 16:57:56
MALE,2008,10,4,594800.00,2021-12-03 23:07:58
MALE,1988,10,3,446100.00,2023-07-14 05:25:29
FEMALE,1985,10,1,148700.00,2023-12-23 00:43:35
FEMALE,1985,10,5,743500.00,2023-12-23 00:43:35
FEMALE,1978,10,3,446100.00,2023-11-24 22:25:41
MALE,1989,10,3,446100.00,2022-10-07 05:40:30
FEMALE,2009,10,4,594800.00,2023-05-09 22:56:09
MALE,1986,10,5,743500.00,2022-05-20 21:42:49
FEMALE,1970,10,4,594800.00,2023-09-08 20:53:02
FEMALE,1991,10,1,148700.00,2024-04-03 16:32:14
FEMALE,2009,10,2,297400.00,2023-05-04 19:33:09
MALE,1987,10,2,297400.00,2020-03-14 12:09:16
FEMALE,1990,10,3,446100.00,2024-03-30 10:06:20
FEMALE,2010,10,3,446100.00,2022-07-12 22:34:15
FEMALE,1982,10,5,743500.00,2023-07-07 09:19:54
FEMALE,1977,10,5,743500.00,2021-11-17 02:49:08
MALE,1972,10,5,743500.00,2024-01-20 20:00:12
MALE,1980,10,2,297400.00,2020-07-27 10:24:31
MALE,2008,10,4,594800.00,2023-01-09 12:28:51
MALE,2008,10,1,148700.00,2023-01-09 12:28:51
FEMALE,1992,10,2,297400.00,2021-05-30 01:21:57
MALE,1994,10,2,297400.00,2024-03-19 00:46:58
FEMALE,1997,10,5,743500.00,2024-01-06 15:31:35
FEMALE,2007,10,2,297400.00,2024-03-20 02:08:01
MALE,1997,10,1,148700.00,2022-07-23 11:19:57
FEMALE,1991,10,2,297400.00,2024-04-26 08:34:09
MALE,1983,10,4,594800.00,2021-01-22 07:49:17
MALE,1972,10,4,594800.00,2023-12-29 08:31:16
MALE,1980,10,2,297400.00,2023-11-04 06:13:29
FEMALE,2010,10,4,594800.00,2022-08-10 23:56:18
MALE,1996,10,3,446100.00,2024-04-04 02:00:20
MALE,1973,10,4,594800.00,2022-03-11 01:21:28
FEMALE,2003,10,4,594800.00,2021-10-21 13:28:54
MALE,2008,10,3,446100.00,2023-04-24 05:20:37
MALE,1998,10,1,148700.00,2020-11-08 11:44:18
FEMALE,1979,10,2,297400.00,2021-06-07 08:47:36
FEMALE,2004,10,5,743500.00,2021-04-08 14:15:33
MALE,1983,10,4,594800.00,2023-07-26 05:10:46
FEMALE,2010,10,3,446100.00,2023-05-12 13:22:05
MALE,2004,10,3,446100.00,2023-06-16 16:44:26
MALE,2003,10,5,743500.00,2021-12-19 18:43:12
MALE,1997,10,5,743500.00,2022-06-06 01:33:37
FEMALE,2007,10,5,743500.00,2024-04-23 16:25:21
MALE,1998,10,2,297400.00,2020-03-31 23:46:08
MALE,1974,10,3,446100.00,2022-10-19 01:37:07
MALE,2005,10,1,148700.00,2020-06-29 19:52:12
MALE,1973,10,1,148700.00,2022-08-26 03:14:27
FEMALE,1997,10,1,148700.00,2023-09-20 04:21:56
FEMALE,1970,10,5,743500.00,2024-02-14 22:45:50
MALE,2004,10,3,446100.00,2023-04-16 16:48:20
MALE,2004,10,3,446100.00,2023-04-16 16:48:20
MALE,1994,10,1,148700.00,2024-04-03 16:36:01
FEMALE,1985,10,3,446100.00,2024-01-05 17:23:21
MALE,2003,10,2,297400.00,2021-07-25 02:21:36
MALE,1997,10,4,594800.00,2022-08-17 18:09:49
FEMALE,1990,10,1,148700.00,2022-03-30 03:00:28
FEMALE,1988,10,1,148700.00,2021-03-15 00:01:19
FEMALE,2007,10,3,446100.00,2021-01-27 09:41:43
MALE,1992,10,1,148700.00,2022-03-19 18:18:04
FEMALE,1996,10,2,297400.00,2021-11-10 13:49:23
FEMALE,2009,10,1,148700.00,2023-09-11 11:32:49
FEMALE,2007,10,4,594800.00,2022-05-22 11:29:04
MALE,1990,10,4,594800.00,2024-07-07 01:03:08
MALE,1990,10,1,148700.00,2023-06-16 05:04:13
FEMALE,2003,10,4,594800.00,2022-07-12 09:29:54
FEMALE,1994,10,4,594800.00,2022-12-22 14:39:55
MALE,1973,10,2,297400.00,2023-08-04 21:05:07
MALE,2008,10,4,594800.00,2024-05-09 23:51:24
MALE,2008,10,5,743500.00,2024-05-09 23:51:24
MALE,1997,10,4,594800.00,2023-12-24 18:36:33
MALE,1998,10,5,743500.00,2023-10-06 05:22:55
FEMALE,1982,10,2,297400.00,2021-08-26 00:56:53
FEMALE,1978,10,1,148700.00,2022-08-28 10:10:03
FEMALE,1983,10,3,446100.00,2023-09-20 07:05:39
MALE,1997,10,5,743500.00,2023-03-26 04:43:55
FEMALE,1999,10,4,594800.00,2023-03-26 02:29:08
FEMALE,1981,10,5,743500.00,2022-06-22 23:19:22
FEMALE,2007,10,2,297400.00,2024-03-23 05:57:34
MALE,1992,10,3,446100.00,2023-06-04 08:58:34
MALE,1974,10,1,148700.00,2021-05-24 06:57:49
FEMALE,2008,10,1,148700.00,2020-03-02 10:42:34
FEMALE,2008,10,2,297400.00,2020-03-02 10:42:34
FEMALE,2004,10,3,446100.00,2024-03-08 04:48:53
FEMALE,1997,10,3,446100.00,2023-05-17 22:33:47
FEMALE,1974,10,5,743500.00,2022-01-13 11:03:16
MALE,1997,10,2,297400.00,2022-07-15 19:11:02
MALE,1983,10,3,446100.00,2023-08-27 19:48:51
MALE,1972,10,3,446100.00,2024-02-15 11:23:24
MALE,1981,10,2,297400.00,2023-03-14 14:17:04
MALE,1997,10,4,594800.00,2024-01-25 05:02:05
FEMALE,1971,10,4,594800.00,2024-01-02 00:12:24
FEMALE,1986,10,3,446100.00,2022-02-13 11:54:20
FEMALE,1999,10,4,594800.00,2021-12-30 13:40:26
FEMALE,1970,10,4,594800.00,2024-03-12 06:16:10
MALE,1997,10,1,148700.00,2024-01-23 18:56:08
FEMALE,2003,10,1,148700.00,2022-06-03 12:07:31
MALE,2002,10,3,446100.00,2022-06-15 19:48:39
MALE,1973,10,1,148700.00,2023-02-11 05:22:03
MALE,2003,10,4,594800.00,2021-08-24 00:29:21
FEMALE,2009,10,4,594800.00,2023-07-29 08:11:56
FEMALE,1994,10,1,148700.00,2021-10-15 14:30:00
FEMALE,1972,10,1,148700.00,2022-06-18 18:46:18
MALE,1988,10,1,148700.00,2023-07-23 16:39:20
FEMALE,2001,10,5,743500.00,2021-12-21 10:23:13
MALE,2008,10,4,594800.00,2024-05-13 12:29:58
MALE,2008,10,1,148700.00,2024-05-04 18:55:47
MALE,1972,10,2,297400.00,2024-05-05 11:45:43
FEMALE,2004,10,2,297400.00,2023-04-11 05:49:30
FEMALE,1997,10,3,446100.00,2023-12-22 00:09:12
FEMALE,1981,10,4,594800.00,2020-05-31 21:06:20
FEMALE,1974,10,3,446100.00,2021-08-27 10:44:32
FEMALE,1985,10,3,446100.00,2023-10-31 18:03:08
MALE,2003,10,2,297400.00,2021-11-06 11:08:58
FEMALE,1970,10,1,148700.00,2024-02-29 04:09:47
FEMALE,2004,10,5,743500.00,2023-06-15 06:09:58
MALE,1996,10,3,446100.00,2024-04-04 16:12:14
FEMALE,1974,10,5,743500.00,2021-07-21 23:36:19
MALE,1986,10,2,297400.00,2023-04-21 12:46:06
MALE,1990,10,1,148700.00,2024-07-07 21:23:31
FEMALE,1983,10,3,446100.00,2024-06-25 16:58:23
MALE,1990,10,2,297400.00,2023-09-03 05:10:44
FEMALE,1983,10,2,297400.00,2024-01-19 17:08:48
MALE,1990,10,2,297400.00,2024-07-07 00:06:54
MALE,1997,10,3,446100.00,2023-05-08 01:30:03
MALE,2008,10,4,594800.00,2024-05-11 20:46:58
MALE,2003,10,3,446100.00,2022-07-26 22:32:42
MALE,1997,10,5,743500.00,2023-04-25 04:37:36
MALE,1979,10,1,148700.00,2023-07-14 22:30:19
FEMALE,1982,10,3,446100.00,2021-09-18 09:31:02
FEMALE,1995,10,2,297400.00,2021-11-22 11:18:33
FEMALE,1993,10,1,148700.00,2023-09-04 12:51:10
FEMALE,2004,10,2,297400.00,2023-05-30 00:09:32
FEMALE,2001,10,5,743500.00,2022-04-25 16:40:16
MALE,1985,10,4,594800.00,2022-06-28 00:48:40
MALE,2008,10,2,297400.00,2022-08-12 13:07:01
MALE,2001,10,2,297400.00,2021-03-09 11:53:39
FEMALE,1972,10,4,594800.00,2023-03-13 19:16:05
FEMALE,1997,10,5,743500.00,2024-01-01 04:37:57
FEMALE,2009,10,1,148700.00,2023-05-09 20:50:50
FEMALE,2001,10,2,297400.00,2022-03-21 08:57:51
MALE,1988,10,4,594800.00,2023-07-08 17:49:34
MALE,1994,10,1,148700.00,2024-07-03 08:34:01
FEMALE,2007,10,4,594800.00,2024-05-06 21:46:25
MALE,1988,10,3,446100.00,2024-01-05 03:46:10
FEMALE,1994,10,2,297400.00,2023-02-26 00:31:41
MALE,2008,10,4,594800.00,2023-09-13 02:46:13
FEMALE,2004,10,1,148700.00,2023-07-02 16:03:49
FEMALE,1978,10,3,446100.00,2023-01-25 18:55:35
MALE,1974,10,2,297400.00,2022-09-13 16:11:04
FEMALE,1983,10,5,743500.00,2024-06-22 01:48:37
FEMALE,1996,10,5,743500.00,2021-11-05 20:40:38
FEMALE,2009,10,4,594800.00,2023-08-14 21:55:49
MALE,2008,10,1,148700.00,2024-04-03 10:40:45
MALE,1998,10,1,148700.00,2023-09-08 00:04:28
MALE,1980,10,5,743500.00,2020-09-21 14:52:43
MALE,2006,10,1,148700.00,2023-10-02 04:03:33
FEMALE,1997,10,1,148700.00,2024-04-21 14:40:27
FEMALE,1981,10,4,594800.00,2020-05-31 05:14:57
MALE,2008,10,1,148700.00,2022-12-16 12:11:14
MALE,2008,10,2,297400.00,2024-05-13 12:09:20
MALE,1997,10,4,594800.00,2023-12-17 01:37:37
FEMALE,1988,10,5,743500.00,2021-04-08 19:58:40
FEMALE,1970,10,4,594800.00,2022-06-03 00:39:15
MALE,1985,10,4,594800.00,2022-09-06 23:39:04
MALE,1985,10,4,594800.00,2022-09-06 23:39:04
MALE,2003,10,4,594800.00,2022-05-19 01:01:38
FEMALE,1997,10,1,148700.00,2024-04-10 22:06:19
MALE,1988,10,2,297400.00,2024-01-24 11:29:16
MALE,1997,10,5,743500.00,2023-03-17 17:12:15
MALE,1992,10,4,594800.00,2023-05-09 23:23:54
FEMALE,1990,10,2,297400.00,2024-03-29 12:22:46
FEMALE,1982,10,4,594800.00,2023-10-29 15:37:33
FEMALE,1993,10,5,743500.00,2023-09-06 03:06:33
FEMALE,2010,10,5,743500.00,2022-12-10 22:30:39
MALE,2008,10,4,594800.00,2021-02-14 20:22:51
FEMALE,1982,10,1,148700.00,2023-06-20 15:28:37
FEMALE,1971,10,1,148700.00,2023-12-26 21:22:41
MALE,2008,10,4,594800.00,2024-02-01 05:54:49
MALE,1970,10,5,743500.00,2023-09-26 14:01:36
MALE,1989,10,1,148700.00,2020-12-18 01:04:39
MALE,1992,10,2,297400.00,2023-03-18 02:08:25
MALE,1970,10,5,743500.00,2023-02-17 17:28:36
FEMALE,2010,10,1,148700.00,2023-03-24 20:54:46
FEMALE,1978,10,1,148700.00,2023-08-08 00:27:14
FEMALE,1970,10,5,743500.00,2021-11-11 11:13:16
MALE,1987,10,3,446100.00,2020-03-21 05:29:11
MALE,2008,10,5,743500.00,2021-12-14 13:16:01
MALE,1972,10,4,594800.00,2024-03-09 18:02:20
MALE,2008,10,2,297400.00,2024-03-23 08:35:55
MALE,1983,10,1,148700.00,2023-07-05 08:44:09
MALE,1983,10,5,743500.00,2023-06-08 14:42:40
MALE,1990,10,2,297400.00,2023-08-08 02:44:54
FEMALE,2001,10,3,446100.00,2022-01-24 12:11:22
MALE,1972,10,5,743500.00,2024-03-18 07:18:39
FEMALE,1993,10,3,446100.00,2023-09-01 07:50:54
FEMALE,1978,10,3,446100.00,2023-08-07 02:36:07
MALE,1973,10,3,446100.00,2021-01-29 16:30:30
MALE,2008,10,1,148700.00,2020-09-02 16:22:14
MALE,2005,10,4,594800.00,2022-03-11 03:16:28
FEMALE,1983,10,4,594800.00,2024-06-22 15:32:53
FEMALE,1972,10,1,148700.00,2023-12-21 12:56:53
FEMALE,1981,10,3,446100.00,2020-10-05 07:29:12
FEMALE,1982,10,3,446100.00,2022-11-21 03:20:27
FEMALE,2003,10,3,446100.00,2022-05-18 01:20:30
FEMALE,1995,10,5,743500.00,2021-10-29 21:23:17
MALE,1990,10,4,594800.00,2024-07-07 21:49:25
FEMALE,2010,10,2,297400.00,2023-01-02 18:42:41
FEMALE,1999,10,3,446100.00,2022-05-29 00:54:52
FEMALE,1983,10,5,743500.00,2024-06-22 00:37:26
FEMALE,1990,10,1,148700.00,2024-03-28 20:29:06
FEMALE,1982,10,5,743500.00,2022-12-13 15:14:01
FEMALE,2008,10,1,148700.00,2021-02-27 08:22:33
FEMALE,2009,10,3,446100.00,2023-09-14 02:06:08
FEMALE,2009,10,5,743500.00,2023-09-14 02:06:08
FEMALE,1970,10,1,148700.00,2024-03-22 12:49:27
FEMALE,1983,10,5,743500.00,2023-09-15 06:37:08
FEMALE,1995,10,2,297400.00,2021-11-05 07:09:26
MALE,2005,10,3,446100.00,2020-07-13 20:07:10
MALE,1978,10,5,743500.00,2021-03-07 07:31:32
MALE,1970,10,2,297400.00,2022-10-19 12:31:34
FEMALE,1981,10,4,594800.00,2021-02-11 13:06:23
MALE,1996,10,3,446100.00,2024-04-03 15:42:46
MALE,1970,10,3,446100.00,2022-09-04 15:03:18
MALE,1992,10,5,743500.00,2023-07-17 21:17:57
MALE,1973,10,3,446100.00,2022-10-25 02:59:08
MALE,1973,10,3,446100.00,2022-10-25 02:59:08
FEMALE,1978,10,3,446100.00,2022-10-27 03:42:08
MALE,1994,10,3,446100.00,2024-02-02 05:50:04
MALE,1998,10,3,446100.00,2024-05-22 07:58:25
FEMALE,2004,10,1,148700.00,2023-09-09 07:54:49
FEMALE,1985,10,5,743500.00,2023-11-19 06:40:50
FEMALE,1978,10,2,297400.00,2023-11-16 21:37:47
MALE,1994,10,3,446100.00,2024-06-01 11:04:51
FEMALE,1972,10,3,446100.00,2023-08-02 23:54:19
FEMALE,1982,10,4,594800.00,2022-12-04 20:34:58
FEMALE,1999,10,1,148700.00,2022-04-03 11:55:20
MALE,1994,11,3,449949.00,2023-12-21 08:37:16
FEMALE,2003,11,3,449949.00,2023-12-29 00:51:30
MALE,2003,11,1,149983.00,2021-12-22 04:31:30
FEMALE,1970,11,4,599932.00,2024-02-18 15:40:31
MALE,1990,11,1,149983.00,2021-07-12 04:16:31
MALE,1980,11,1,149983.00,2023-10-15 02:34:46
MALE,1994,11,1,149983.00,2024-01-01 02:22:33
MALE,1979,11,2,299966.00,2022-04-25 11:27:24
MALE,1998,11,3,449949.00,2020-04-14 17:21:48
MALE,1998,11,2,299966.00,2020-09-06 21:18:43
FEMALE,1996,11,2,299966.00,2021-11-07 19:49:30
FEMALE,2009,11,5,749915.00,2023-09-20 22:49:49
FEMALE,2009,11,5,749915.00,2023-09-20 22:49:49
FEMALE,1993,11,5,749915.00,2023-09-02 10:26:10
FEMALE,1982,11,2,299966.00,2022-01-19 16:04:38
FEMALE,1999,11,4,599932.00,2022-07-18 01:37:02
FEMALE,1997,11,1,149983.00,2024-01-15 15:44:17
FEMALE,1999,11,1,149983.00,2022-11-19 11:49:45
MALE,2005,11,4,599932.00,2024-04-16 13:46:43
FEMALE,1977,11,4,599932.00,2022-04-18 13:25:56
FEMALE,1994,11,1,149983.00,2023-05-29 13:25:41
MALE,1980,11,1,149983.00,2023-11-22 04:46:40
MALE,1997,11,2,299966.00,2022-11-15 07:02:44
MALE,1973,11,4,599932.00,2020-10-07 13:44:52
FEMALE,1988,11,3,449949.00,2020-11-28 10:37:32
MALE,1972,11,3,449949.00,2024-01-06 20:33:10
FEMALE,2004,11,3,449949.00,2020-12-02 10:02:50
FEMALE,1970,11,4,599932.00,2024-02-24 05:41:30
MALE,1970,11,5,749915.00,2023-04-10 10:03:30
MALE,1972,11,4,599932.00,2024-04-23 22:25:17
MALE,1998,11,2,299966.00,2023-12-15 17:09:34
FEMALE,1999,11,1,149983.00,2022-02-27 11:41:58
FEMALE,2004,11,5,749915.00,2023-08-06 21:54:29
MALE,2008,11,3,449949.00,2024-05-10 17:23:45
MALE,1970,11,4,599932.00,2023-09-21 05:56:41
MALE,1970,11,3,449949.00,2023-09-21 05:56:41
FEMALE,1992,11,2,299966.00,2022-03-01 19:49:20
FEMALE,1992,11,1,149983.00,2022-03-01 19:49:20
FEMALE,1978,11,2,299966.00,2023-04-28 22:01:53
FEMALE,1978,11,5,749915.00,2023-04-28 22:01:53
FEMALE,1972,11,4,599932.00,2021-07-06 11:34:06
MALE,1990,11,1,149983.00,2021-08-11 00:09:02
FEMALE,1997,11,4,599932.00,2023-10-19 06:47:29
FEMALE,1990,11,2,299966.00,2022-06-30 09:33:43
MALE,1972,11,2,299966.00,2024-04-16 07:19:26
MALE,1979,11,3,449949.00,2022-09-23 21:27:30
MALE,1983,11,1,149983.00,2021-01-29 07:03:19
FEMALE,2010,11,5,749915.00,2022-11-10 04:29:05
MALE,1997,11,5,749915.00,2022-10-01 17:29:04
FEMALE,1983,11,4,599932.00,2024-06-24 18:19:18
FEMALE,1982,11,5,749915.00,2023-07-12 18:53:10
FEMALE,1992,11,3,449949.00,2023-02-12 21:06:53
FEMALE,1977,11,2,299966.00,2022-03-05 04:10:21
FEMALE,2004,11,3,449949.00,2023-04-11 07:09:44
FEMALE,2010,11,2,299966.00,2023-02-16 21:01:50
MALE,1986,11,4,599932.00,2022-09-19 16:30:17
FEMALE,1999,11,1,149983.00,2021-11-14 03:29:32
MALE,2008,11,1,149983.00,2021-12-06 00:27:22
MALE,1996,11,3,449949.00,2024-04-04 14:29:12
FEMALE,2000,11,4,599932.00,2022-02-10 13:09:19
MALE,1979,11,3,449949.00,2024-01-30 16:15:50
FEMALE,1982,11,5,749915.00,2021-06-17 18:01:53
FEMALE,2010,11,2,299966.00,2023-04-07 16:58:06
FEMALE,1983,11,1,149983.00,2023-09-29 18:54:14
FEMALE,1983,11,3,449949.00,2023-12-15 19:29:18
FEMALE,1999,11,2,299966.00,2021-01-15 08:19:57
MALE,1979,11,4,599932.00,2022-12-15 16:38:08
MALE,1983,11,5,749915.00,2021-02-01 17:00:03
FEMALE,2009,11,5,749915.00,2023-05-08 21:21:10
MALE,1994,11,3,449949.00,2024-05-06 10:29:51
MALE,1998,11,1,149983.00,2023-11-15 21:22:55
MALE,1986,11,3,449949.00,2022-08-04 11:37:59
MALE,2006,11,4,599932.00,2023-09-09 17:11:13
FEMALE,1978,11,4,599932.00,2022-05-18 10:11:10
MALE,1989,11,4,599932.00,2022-11-02 15:21:15
FEMALE,2010,11,4,599932.00,2023-07-17 08:53:45
MALE,1973,11,3,449949.00,2021-07-19 17:39:44
FEMALE,1977,11,2,299966.00,2021-12-04 00:03:04
FEMALE,2007,11,3,449949.00,2024-03-16 08:07:22
MALE,1979,11,5,749915.00,2022-09-19 09:48:03
MALE,1979,11,3,449949.00,2022-09-19 09:48:03
FEMALE,1997,11,2,299966.00,2023-11-25 00:23:08
FEMALE,1970,11,4,599932.00,2024-01-28 18:15:18
MALE,2003,11,2,299966.00,2021-11-28 21:14:02
FEMALE,1993,11,5,749915.00,2023-08-31 02:35:07
FEMALE,1971,11,1,149983.00,2023-05-01 01:19:21
MALE,1970,11,5,749915.00,2023-03-16 23:34:05
MALE,1986,11,2,299966.00,2024-04-09 20:51:14
MALE,1974,11,3,449949.00,2021-11-30 21:11:17
MALE,1974,11,4,599932.00,2021-11-30 21:11:17
FEMALE,2007,11,5,749915.00,2024-03-20 04:15:16
FEMALE,1982,11,3,449949.00,2023-12-06 12:23:23
FEMALE,2003,11,1,149983.00,2022-05-01 01:42:19
MALE,2008,11,3,449949.00,2021-08-25 18:21:30
FEMALE,1993,11,1,149983.00,2023-09-07 11:46:52
FEMALE,1997,11,5,749915.00,2023-06-02 14:15:10
FEMALE,1970,11,2,299966.00,2022-02-24 16:01:48
MALE,1981,11,4,599932.00,2022-08-29 07:53:12
MALE,1973,11,1,149983.00,2022-05-22 17:53:09
FEMALE,1991,11,5,749915.00,2024-03-23 22:04:53
MALE,1973,11,3,449949.00,2020-09-01 17:32:11
FEMALE,1978,11,5,749915.00,2023-12-07 07:21:02
FEMALE,2001,11,3,449949.00,2022-03-13 10:04:53
MALE,1991,11,4,599932.00,2023-11-13 03:59:10
MALE,2005,11,2,299966.00,2020-08-09 21:34:05
FEMALE,2003,11,3,449949.00,2021-09-09 12:13:11
MALE,1986,11,4,599932.00,2021-10-29 03:00:33
FEMALE,1990,11,5,749915.00,2024-03-29 20:38:29
FEMALE,1994,11,3,449949.00,2021-06-02 21:12:06
MALE,2001,11,1,149983.00,2021-08-05 01:28:11
FEMALE,1992,11,1,149983.00,2022-07-04 23:49:04
FEMALE,1990,11,4,599932.00,2024-03-30 03:55:51
FEMALE,1983,11,1,149983.00,2023-07-29 13:55:52
FEMALE,1994,11,5,749915.00,2024-01-29 12:52:31
MALE,1994,11,4,599932.00,2024-03-06 07:30:52
MALE,1973,11,3,449949.00,2020-04-29 13:10:19
FEMALE,2004,11,4,599932.00,2021-02-07 12:49:19
FEMALE,2004,11,5,749915.00,2023-03-29 15:06:51
FEMALE,1971,11,3,449949.00,2023-06-23 12:15:43
MALE,1988,11,3,449949.00,2023-06-13 17:03:41
MALE,1992,11,3,449949.00,2023-03-13 15:50:58
FEMALE,1986,11,4,599932.00,2021-02-12 16:39:13
FEMALE,1978,11,5,749915.00,2022-07-14 06:23:27
MALE,1989,11,4,599932.00,2020-11-06 22:32:14
FEMALE,2007,11,3,449949.00,2022-05-21 06:04:02
MALE,1978,11,3,449949.00,2021-02-04 14:21:23
FEMALE,2008,11,2,299966.00,2021-01-20 23:15:27
FEMALE,1974,11,2,299966.00,2021-06-02 21:42:41
FEMALE,1999,11,2,299966.00,2021-10-14 05:27:42
MALE,1980,11,3,449949.00,2020-10-24 12:22:43
MALE,2008,11,4,599932.00,2024-05-06 07:21:51
MALE,1992,11,5,749915.00,2022-03-17 23:41:26
MALE,1983,11,1,149983.00,2023-04-18 20:08:31
FEMALE,1999,11,1,149983.00,2021-12-27 04:36:03
MALE,1973,11,2,299966.00,2022-04-17 09:06:21
FEMALE,2003,11,1,149983.00,2023-08-10 19:44:52
FEMALE,2008,11,3,449949.00,2021-08-27 03:15:48
MALE,1996,11,4,599932.00,2024-04-03 07:43:06
FEMALE,1970,11,5,749915.00,2022-08-09 02:51:14
FEMALE,1999,11,1,149983.00,2022-05-20 17:59:47
MALE,2008,11,5,749915.00,2021-07-06 07:20:35
MALE,1998,11,4,599932.00,2021-05-11 05:50:54
MALE,1997,11,1,149983.00,2024-02-17 07:06:41
FEMALE,2008,11,2,299966.00,2022-02-06 07:15:22
MALE,1986,11,3,449949.00,2022-10-15 12:24:34
MALE,1994,11,5,749915.00,2024-02-28 08:17:51
MALE,2010,11,5,749915.00,2020-06-29 22:22:37
FEMALE,2007,11,2,299966.00,2021-04-27 14:56:28
FEMALE,1979,11,3,449949.00,2020-12-09 02:49:07
FEMALE,1994,11,1,149983.00,2023-02-16 23:01:44
FEMALE,2001,11,4,599932.00,2022-02-05 15:18:59
MALE,1998,11,5,749915.00,2023-11-04 17:54:58
FEMALE,2007,11,2,299966.00,2024-04-09 10:44:36
FEMALE,1997,11,1,149983.00,2023-07-11 11:05:38
FEMALE,1971,11,2,299966.00,2024-01-02 19:44:34
FEMALE,1997,11,4,599932.00,2023-12-13 07:19:58
MALE,1991,11,2,299966.00,2024-03-23 10:51:48
FEMALE,1982,11,3,449949.00,2023-12-19 23:52:15
FEMALE,1971,11,1,149983.00,2023-01-27 20:45:03
MALE,1997,11,2,299966.00,2023-07-18 06:44:15
MALE,1990,11,1,149983.00,2023-02-21 04:11:28
FEMALE,2001,11,2,299966.00,2022-04-11 23:43:36
MALE,1974,11,3,449949.00,2021-02-13 06:40:53
FEMALE,1977,11,1,149983.00,2022-02-27 18:49:19
MALE,1987,11,5,749915.00,2020-04-15 19:43:33
FEMALE,1994,11,1,149983.00,2023-09-30 15:25:05
FEMALE,1994,11,3,449949.00,2023-09-30 15:25:05
FEMALE,1990,11,1,149983.00,2022-03-06 06:02:09
MALE,1980,11,5,749915.00,2024-04-12 09:56:00
FEMALE,1995,11,1,149983.00,2021-10-22 08:04:54
MALE,1973,11,1,149983.00,2022-06-10 11:56:27
MALE,1992,11,1,149983.00,2023-03-25 06:02:28
MALE,2003,11,4,599932.00,2021-09-29 07:35:38
MALE,1980,11,3,449949.00,2020-07-23 15:26:24
MALE,1986,11,3,449949.00,2021-12-13 03:27:09
MALE,1991,11,2,299966.00,2023-07-17 23:38:11
MALE,1985,11,1,149983.00,2022-05-07 04:25:28
MALE,1989,11,5,749915.00,2020-12-04 13:13:31
MALE,2006,11,3,449949.00,2023-10-13 22:22:19
MALE,2005,11,4,599932.00,2024-04-04 11:12:14
FEMALE,1994,11,4,599932.00,2022-12-26 10:07:50
MALE,1990,11,5,749915.00,2023-05-01 03:11:19
FEMALE,2007,11,5,749915.00,2024-04-15 21:34:47
MALE,1994,11,2,299966.00,2024-06-23 22:47:07
MALE,1972,11,2,299966.00,2024-03-03 18:54:11
MALE,1986,11,2,299966.00,2023-07-26 15:52:26
FEMALE,1997,11,4,599932.00,2023-10-19 23:14:33
MALE,1986,11,2,299966.00,2022-09-20 19:29:25
FEMALE,1978,11,4,599932.00,2023-10-08 17:37:48
FEMALE,1999,11,1,149983.00,2022-06-04 02:43:54
FEMALE,1982,11,3,449949.00,2022-02-12 10:19:25
FEMALE,1977,11,1,149983.00,2021-11-20 19:37:41
FEMALE,2009,11,1,149983.00,2023-09-15 06:04:54
MALE,2006,11,3,449949.00,2023-09-09 13:32:39
FEMALE,1986,11,3,449949.00,2021-05-19 07:15:46
FEMALE,1997,11,3,449949.00,2023-12-14 23:18:05
FEMALE,2003,11,1,149983.00,2023-07-10 21:22:23
MALE,2008,11,1,149983.00,2021-04-27 12:45:02
MALE,1997,11,5,749915.00,2024-01-30 06:40:55
FEMALE,1978,11,5,749915.00,2023-06-07 01:05:44
MALE,1985,11,5,749915.00,2022-10-28 05:02:44
FEMALE,1979,11,5,749915.00,2020-09-12 18:46:06
MALE,1974,11,5,749915.00,2022-10-07 11:31:57
MALE,1989,11,5,749915.00,2020-11-05 12:43:24
MALE,1992,11,4,599932.00,2023-06-01 12:19:54
MALE,1980,11,5,749915.00,2020-09-20 02:46:21
MALE,1986,11,5,749915.00,2024-05-11 12:56:18
MALE,2008,11,5,749915.00,2021-05-19 19:17:49
MALE,1979,11,3,449949.00,2024-01-09 09:25:04
MALE,1983,11,5,749915.00,2023-11-26 06:48:03
MALE,2008,11,1,149983.00,2022-04-12 01:35:31
MALE,2003,11,2,299966.00,2022-06-19 21:07:45
MALE,1985,11,2,299966.00,2022-05-22 10:41:49
MALE,1991,11,2,299966.00,2024-01-10 22:09:10
